KEY,ENGLISH,KOREAN,CHECKED
m.favored_by.elder_hen,(none),(없음),
m.resource_type.elder_hen,Meat,고기,
m.how_to_use.elder_hen,"An elder hen can no longer lay eggs and serves no other purpose than becoming a slightly \
    tough chicken dinner.",늙은 암탉은 더이상 알을 낳을 수 없고 약간 질긴 닭고기 저녁이 되는 것 이외에 할 수 있는 것은 없습니다.,
m.desc.elder_hen,"Elder hens have lived a full-feathered life. They've met the roostro of their dreams, seen their \
    little chickadoos grow up, and are ready to start the next chapter of their chicken lives. In all likelihood this will \
    include getting the names of countless books, movies and actors wrong. But don't blame them for that. They're chickens \
    for goodness sake.","늙은 암탉은 깃털로 가득한 삶을 살았습니다. 암탉은 꿈에 그리던 수탉을 만났고, 어린 병아리가 자라는걸 지켜봤으며, 닭으로서의 인생에 새로운 장을 열 준비가 되어있습니다. 물론 십중팔구 수 많은 책들, 영화, 배우들의 이름을 틀리거나 까먹는 경우도 있을 것입니다. 그러나 늙은 암탉을 비난하지는 마세요. 늙은 암탉은 한창 좋을 때일 것입니다.",
t.primordy_oil_craft,Primordy Oil,프리모디 오일,
m.intro.primordy_oil_craft,This stuff is pre-pre-prehistoric.,선사시대 보다 더 이전의 물건,
m.favored_by.primordy_oil_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.primordy_oil_craft,Slime Science Material,제작 재료,
m.how_to_use.primordy_oil_craft,"Deposit primordy oil into the Lab's Refinery where it can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 프리모디 오일을  넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.",
m.desc.primordy_oil_craft,"Primordy oil is a common resource obtained with a pump.\n\
    \n\
    Found deep below the surface of the Far, Far Range, primordy oil is an ancient substance containing a wide array \
    of organic compounds, making it perfect as a base for many Slime Science creations.","프리모디 오일은 펌프로 얻을 수 있는 일반적인 자원입니다.\n\
\n\
머나먼 방목장 지표 아래 깊은 곳에서 발견할 수 있는 프리모디 오일은 광범위한 유기화합물을 함유하고 있는 고대 물질로, 슬라임 과학의 제작품에 기초가 되는, 완벽한 물질입니다.",
t.deep_brine_craft,Deep Brine,딥 브리네,
m.intro.deep_brine_craft,Salt of the earth kind of stuff.,지구의 소금 같은 것,
m.favored_by.deep_brine_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.deep_brine_craft,Slime Science Material,제작 재료,
m.how_to_use.deep_brine_craft,"Deposit deep brine into the Lab's Refinery where it can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 딥 브리네를  넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.",
m.desc.deep_brine_craft,"Deep brine is a common resource exclusive to the Dry Reef, obtained with a pump.\n\
    \n\
    Not safe for drinking, deep brine is thought to be water from the Slime Sea that has been filtered by \
    the subterranean coral of the Dry Reef. It is significantly denser than fresh water and loaded with salt.","딥 브리네는 건조한 암초 지역에서만 펌프로 얻을 수 있는 일반적인 자원입니다.\n\
\n\
마시면 위험한 딥 브리네는 슬라임 바다물이 건조한 암초 지역 지하에 있는 산호에 의해 걸러져서 나온것입니다. 딥 브리네는 강물보다 밀도가 상당히 높고, 소금으로 가득 차 있습니다.",
t.spiral_steam_craft,Spiral Steam,소용돌이 증기,
m.intro.spiral_steam_craft,"If you search for it, you'll find something wonderful.","이것을 찾고자한다면, 당신은 멋진 무언가를 찾게 될것이다.",
m.favored_by.spiral_steam_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.spiral_steam_craft,Slime Science Material,제작 재료,
m.how_to_use.spiral_steam_craft,"Deposit spiral steam into the Lab's Refinery where it can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 소용돌이 증기를  넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.",
m.desc.spiral_steam_craft,"Spiral steam is an uncommon resource obtained with a pump.\n\
    \n\
    Found in highly pressurized vacuums of rock below the surface, spiral steam exhibits a curious behavior \
    when released into the atmosphere, swirling into a series of dancing spirals before dissipating. It is valued \
    for the countless micro-particles found within the steam itself.","소용돌이 증기는 펌프로 얻을 수 있는 흔하지 않은 자원입니다.\n\
\n\
지표면 아래 묻혀서 매우 높은 압력을 받는 돌에서 발견할 수 있는 소용돌이 증기는 공기중으로 방출되어 흩뿌러지기 전에 여러 형태의 나선 모양으로  맴돌다가 사라지는 신기한 행동을 보입니다. 소용돌이 증기는 증기 자체에 들어있는 무수히 많은 미세 입자들 때문에 가치가 높습니다.",
t.lava_dust_craft,Lava Dust,용암재,
m.intro.lava_dust_craft,A survey on the state of this matter answered 'undecided.',이 물질의 상태에 대한 연구결과는 '미정'입니다.,
m.favored_by.lava_dust_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.lava_dust_craft,Slime Science Material,제작 재료,
m.how_to_use.lava_dust_craft,"Deposit lava dust into the Lab's Refinery where it can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 용암재를  넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.",
m.desc.lava_dust_craft,"Lava dust is a rare resource obtained with a pump.\n\
    \n\
    Neither a solid or a liquid, lava dust seems to be something in between, having the characteristics of both. \
    It is believed to be a mixture of magma and slime, though this has never been proven. And despite its name, lava dust \
    is only warm to the touch.","용암재는 펌프로 얻을 수 있는 귀한 재료입니다.\n\
\n\
고체도 액체도 아닌 용암재는 고체와 액체의 특징을 모두 가지고 있는 무언가로 보입니다. \
용암재는 마그마와 슬라임이 섞인 것이라 여겨지지만, 증명된 것은 아무것도 없습니다. 그리고 용암재라는 이름과는 달리 용암재를 만졌을 때만 따듯한 것이 느껴집니다.",
t.buzz_wax_craft,Buzz Wax,윙윙 밀랍,
m.intro.buzz_wax_craft,Can be used to make a great scented candle if you enjoy the smell of bee abdominal glands.,벌의 배 아래에 있는 분비선에서 나오는 냄새를 좋아한다면 향기가 나는 매우 좋은 양초를 만드는데 윙윙 밀랍을 사용할 수 있습니다.,
m.favored_by.buzz_wax_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.buzz_wax_craft,Slime Science Material,제작 재료,
m.how_to_use.buzz_wax_craft,"Deposit buzz wax into the Lab's Refinery where it can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 윙윙 밀랍을 넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.",
m.desc.buzz_wax_craft,"Buzz wax is a common resource obtained with an apiary.\n\
    \n\
    Just like bees on Earth, bees on the Far, Far Range produce a waxy substance that they use to form their hives. \
    Buzz wax is the still malleable deposits of unused wax found in apiaries. It has many practical uses ranging \
    from building materials to medicines. You can also chew it as the worst gum in the world.","윙윙 밀랍은 양봉기로 얻을수 있는 흔한 자원입니다. \n\
\n\
지구에 존재하는 벌들처럼, 머나먼 목장에 있는 벌들도 벌집을 형성하는 데 사용하는 밀랍 같은 물질을 생산합니다. \
윙윙 밀랍은 양봉장에서 발견되는 미사용 왁스의 가단성 퇴적물입니다. 그것은 건축 자재에서부터 의약품에 이르기까지\
실질적인 용도로 다양하게 사용됩니다. 당신은 또한 이것을 세상에서 가장 별로인 껌으로 씹을 수도 있습니다.",
t.wild_honey_craft,Wild Honey,야생벌꿀,
m.intro.wild_honey_craft,Tastes great in tea or in shameful handfuls when no one is looking.,차에 넣어서 마시거나 아무도 안볼때 손에 가득 뭍혀서 먹으면 맛이 좋다.,
m.favored_by.wild_honey_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.wild_honey_craft,Slime Science Material,제작 재료,
m.how_to_use.wild_honey_craft,"Deposit wild honey into the Lab's Refinery where it can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 야생벌꿀을 넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.",
m.desc.wild_honey_craft,"Wild honey is a common resource exclusive to the Moss Blanket, obtained with an apiary.\n\
    \n\
    All the rich pollens and sweet nectars found in the forests of the Moss Blanket combine in a beautiful alchemy \
    to form some of the most delicious honey in the galaxy. Wild honey is a staple of rancher life; a dollop of it \
    makes just about any food taste better, and it provides a natural boost of energy to get through a tough day of \
    wrangling slimes.","야생 벌꿀은 이끼담요 숲에서 양봉기로 얻을 수 있는 흔한 자원입니다.\n\
\n\
이끼담요 숲에서 발견되는 풍부한 꽃가루와 달콤한 과즙은 모두 은하계에서 가장 맛있는 꿀을 형성할 수 있는 \
아름다운 연금술적인 요소를 갖추고 있습니다. 야생 벌꿀은 목장생활의 필수 요소입니다; 그것의 한 덩어리는 \
어떤 음식의 맛을 더 맛있게 만들어 주며, 슬라임과의 논쟁에서 비롯된 힘든 날을 헤치고 나아갈수 있게하는 \
자연스러운 에너지를 제공합니다.",
t.hexacomb_craft,Hexacomb,육각벌집,
m.intro.hexacomb_craft,Bee stuff and geometry: the chocolate and peanut butter of nature.,기하학적인 벌들의 물건: 자연이내린 초콜렛과 땅콩버터,
m.favored_by.hexacomb_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.hexacomb_craft,Slime Science Material,제작 재료,
m.how_to_use.hexacomb_craft,"Deposit hexacomb into the Lab's Refinery where it can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 육각벌집을 넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.",
m.desc.hexacomb_craft,"Hexacomb is an uncommon resource obtained with an apiary.\n\
    \n\
    Hexacomb is the result of bees arranging buzz wax into complex patterns to store their honey and eggs. \
    Why the hexagonal shape? Bees understand that the hexagon is the shape of the future. Bees were Sci-Fi before it was cool.","육각벌집은 양봉기로 얻을 수 있는 흔하지 않은 자원입니다.\n\
\n\
육각벌집은 벌들이 꿀과 그들의 알을 저장하기 위해 복잡한 형식으로 윙윙밀랍을 배치 한 결과물 입니다. \
왜 육각형이냐고요? 벌은 육각형이 미래의 모양임을 이해합니다. 벌들은 근사하기 이전에 과학적입니다.",
t.royal_jelly_craft,Royal Jelly,로열 젤리,
m.intro.royal_jelly_craft,"The king of all jellies... that is, until you meet the queen.","젤리들의 왕... 음, 당신이 여왕을 만나기 전까진 말이야.",
m.favored_by.royal_jelly_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.royal_jelly_craft,Slime Science Material,제작 재료,
m.how_to_use.royal_jelly_craft,"Deposit royal jelly into the Lab's Refinery where it can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 로열 젤리를 넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.",
m.desc.royal_jelly_craft,"Royal jelly is a rare resource obtained with an apiary. \n\
    \n\
    The royal jelly found in the hives across the Far, Far Range is special as it is unnaturally sweet compared to \
    other varieties. It's believed that this is a result of bees collecting small deposits of slime from honey slimes \
    and working it into their royal jelly mixture. If a rancher is lucky enough to acquire some, they'll find its \
    unique properties are very valuable in certain Slime Science endeavors.","로열 젤리는 양봉기로 얻을 수 있는 희귀 자원입니다. \n\
\n\
머나먼 목장의 벌집에서 발견 되는 로열 젤리는 다른 종류의 꿀들에 비해서 이상할 정도로 \
달콤하기 때문에 특별합니다. 이것은 벌들이 꿀 슬라임으로 부터 점액을 수집하여 \
그들의 로열 젤리 혼합물로 만든 결과라고 믿어집니다. 만약 목장주가 그 일부를 획득할만큼 운이 좋다면, \
그 고유한 특성이 특정 슬라임 과학을 위한 노력에서 매우 귀중하다는 것을 알게 될 것입니다.
",
t.jellystone_craft,Jellystone,젤리스톤,
m.intro.jellystone_craft,It's both solid and squishy at the same time.,딱딱하면서도 질척함을 동시에 가지고있다.,
m.favored_by.jellystone_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.jellystone_craft,Slime Science Material,제작 재료,
m.how_to_use.jellystone_craft,"Deposit jellystone into the Lab's Refinery where it can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 젤리스톤을 넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.
",
m.desc.jellystone_craft,"Jellystone is a common resource obtained with a drill.\n\
    \n\
    Jellystone is a semi-hardened mixture of minerals and slime, possibly resulting from plorts sinking back into \
    the earth below. Because of its softer texture, it's a favorite stone for sculptors.","젤리스톤은 드릴으로 얻을 수 있는 흔한 자원입니다.\n\
\n\
젤리스톤은 미네랄과 슬라임이 반 경화 된 혼합물이며, 아마 보석들이 지구 아래로 다시 가라앉으면서 \
생긴 결과물일 것 입니다 . 그것의 부드러운 질감 때문에, 조각가들이 선호하는 돌입니다.
",
t.indigonium_craft,Indigonium,인디고늄,
m.intro.indigonium_craft,Heavy metal experts often call this hard rock 'deep purple.',중금속 전문가들은 종종 이 단단한 암석을 '딥 퍼플' 이라고 부릅니다.,
m.favored_by.indigonium_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.indigonium_craft,Slime Science Material,제작 재료,
m.how_to_use.indigonium_craft,"Deposit indigonium into the Lab's Refinery where it can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 인디고늄을 넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.",
m.desc.indigonium_craft,"Indigonium is a common resource exclusive to the Indigo Quarry, obtained with a drill.\n\
    \n\
    Indigonium is the ore that gives the Indigo Quarry its name. There's a little indigonium found in every inch \
    of the quarry, but the purest ore is only found deep underground.","인디고늄은 오직 인디고 채석장에서만 드릴로 얻을 수 있는 자원입니다.\n\
\n\
인디고늄은 인디고 채석장에 그 이름을 부여하는 광석입니다. 채석장의 모든 곳에서 \
소량의 인디고늄이 발견되지만, 순수한 광석은 오직 지하 깊숙한 곳에서만 발견됩니다.",
t.slime_fossil_craft,Slime Fossil,슬라임 화석,
m.intro.slime_fossil_craft,"If history could smile, it would look like this.","만약 슬라임들에게 역사가 있다면, 이렇게 생겼겠지.",
m.favored_by.slime_fossil_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.slime_fossil_craft,Slime Science Material,제작 재료,
m.how_to_use.slime_fossil_craft,"Deposit slime fossils into the Lab's Refinery where they can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 슬라임 화석을 넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.
",
m.desc.slime_fossil_craft,"Slime fossils are an uncommon resource obtained with a drill.\n\
    \n\
    Prized for the ancient minerals they contain, slime fossils are like nature capturing a moment in time. \
    Specifically, that moment seems to be when a great avalanche or mudslide occurred and a slime was totally cool with it.","슬라임 화석은 드릴로 얻을 수 있는 흔하지 않은 자원입니다.\n\
\n\
고대의 미네랄이 가지고있음에 귀중한, 슬라임 화석은 잠시 시간을 잡아둔 자연물질입니다. \
특히, 그 순간에 거대한 눈사태나 산사태가 발생하여 슬라임이 완전히 굳어진 것 처럼 보입니다.",
t.strange_diamond_craft,Strange Diamond,이상한 다이아몬드,
m.intro.strange_diamond_craft,"Very strange, but even more valuable.","아주 수상하지만, 아주 가치가있지.",
m.favored_by.strange_diamond_craft,(not slime food),(슬라임이 먹을 수 없음),
m.resource_type.strange_diamond_craft,Slime Science Material,제작 재료,
m.how_to_use.strange_diamond_craft,"Deposit strange diamonds into the Lab's Refinery where they can then be used for fabricating \
    Slime Science gadgets.","연구소의 정제소에 이상한 다이아몬드를 넣어서 슬라임 과학 장치를 제작히는데 \
사용할 수 있습니다.",
m.desc.strange_diamond_craft,"Strange diamonds are a rare resource obtained with a drill.\n\
    \n\
    Even in the dark, these diamonds seem to shine as if light is passing through them. Strange diamonds are \
    highly valued for their use in a variety of warp tech processes. Being almost impossibly dense and intricate \
    in their composition, a strange diamond can reflect light within itself so profoundly that it actually bends time.","이상한 다이아몬드는 드릴로 얻을 수 있는 희귀 자원입니다.\n\
\n\
어둠 속 일지라도, 이 다이아몬드들은 마치 빛이 통과하는 것처럼 빛나게 보입니다. 이상한 다이아몬드는 \
다양한 워프 기술 과정에서 매우 높은 가치를 가집니다. 그들의 구성에 있어서 \
거의 불가능한 밀도와 복잡함이, 이상한 다이아몬드가 그 속에서 빛을 매우 깊게 반영 할 수있기 때문에 시간도 굴절시킬 수 있습니다.",
t.silky_sand_craft,Silky Sand,,
m.intro.silky_sand_craft,"The finest, smoothest sand you'll ever see. Rubbish for sand castles.",,
m.favored_by.silky_sand_craft,(not slime food),,
m.resource_type.silky_sand_craft,Slime Science Material,,
m.how_to_use.silky_sand_craft,"Deposit silky sand into the Lab's Refinery where they can then be used for fabricating \
    Slime Science gadgets.",,
m.desc.silky_sand_craft,"Silky sand is a common resource exclusive to the Glass Desert, obtained with a pump.\n\
    \n\
    Though the Glass Desert is covered with sand, silky sand found deep below the surface is so smooth and pure it \
	almost feels like water. These qualities make it very useful in gadget fabrication.",,
t.pepper_jam_craft,Pepper Jam,,
m.intro.pepper_jam_craft,"Sweet, spicy, and delicious! Bees are awesome.",,
m.favored_by.pepper_jam_craft,(not slime food),,
m.resource_type.pepper_jam_craft,Slime Science Material,,
m.how_to_use.pepper_jam_craft,"Deposit pepper jam into the Lab's Refinery where they can then be used for fabricating \
    Slime Science gadgets.",,
m.desc.pepper_jam_craft,"Pepper jam is a common resource exclusive to the Glass Desert, obtained with an apiary.\n\
    \n\
	Pepper jam is a strange substance found only in beehives of the Glass Desert. It is believed to be a product of \
	desert bees obtaining pollen from the flowers of a spicy pepper plant found somewhere in the desert. Regardless of \
	its origin, pepper jam gives an otherwise boring, old toast experience a real kick!",,
t.glass_shard_craft,Glass Shard,,
m.intro.glass_shard_craft,A solid fragment of frozen fire.,,
m.favored_by.glass_shard_craft,(not slime food),,
m.resource_type.glass_shard_craft,Slime Science Material,,
m.how_to_use.glass_shard_craft,"Deposit glass shards into the Lab's Refinery where they can then be used for fabricating \
    Slime Science gadgets.",,
m.desc.glass_shard_craft,"Glass shards are a common resource exclusive to the Glass Desert, obtained with a drill.\n\
    \n\
	The glass shards found in the desert are small fragments of the monolithic structures that cover its dunes and \
	cliffs. These structures are believed to be the cause of the dangerous solar anomalies that scorch the landscape, \
	so using a drill to collect these shards is a much safer means of collecting samples of the glass.",,
t.echoes,Echoes,,
m.intro.echoes,"A mote of light, or perhaps, a memory?",,
m.favored_by.echoes,(not slime food),,
m.resource_type.echoes,Unique,,
m.how_to_use.echoes,"Echoes can be used as decorations. Simply vac them up and shoot them anywhere you want. They'll \
	hover in that spot until you vac them up.",,
m.desc.echoes,"Within the crumbling walls of the Ancient Ruins, small traces of energy can be found, never staying \
    in one place for very long. Called echoes, they are believed to be a phenomenon resulting from some kind of \
	ancient event. Since they are harmless, echoes are often collected by ranchers as good luck charms or used as \
	decorations.\n\
	\n\
	Echoes appear regularly in the nooks and crannies of the Ancient Ruins, as well as from extractors.",,
t.slime_toys,Slime Toys,,
m.intro.slime_toys,Never quit playing around.,,
m.favored_by.slime_toys,(Varies by slime),,
m.resource_type.slime_toys,Unique,,
m.desc.slime_toys,"Slime toys come in a variety of forms, and all reduce slime agitation of any nearby slimes, so it's \
    a good idea to toss one in a corral for slimes to enjoy.\n\
    \n\
    Each slime has a favorite toy, which reduces their agitation even more. A largo will favor either of its types.\n\
    \n\
    The soothing quality of slime toys do not stack, so while you don't need more than one in a corral, it certainly \
    doesn't hurt anything either!",,
t.corral,Corral,우리,
m.intro.corral,A happy slime makes for a happy rancher.,행복한 슬라임이 행복한 목장을 만든다.,
m.desc.corral,"A corral is used to keep slimes on a ranch. The open-air corrals are designed for maximum \
	slime satisfaction, with the rich soil of the Range beneath them and its expansive sky above them. \
	Slimes will remain perfectly happy within corrals so long as they are fed regularly.\n\
    \n\
    Remember: You can shoot things THROUGH a corral barrier. Handy!","우리는 목장에서 슬라임을 사육하는 데 사용됩니다. 야외에 있는 우리들은 \
그들 위에 광대한 하늘과 풍부한 목장의 토양과 함께, 슬라임의 최대 만족을 위해 설계되었습니다. \
규칙적으로 먹이를 먹는다면 슬라임은 우리 안에서 완벽하게 행복한 상태로 유지 될 것입니다.\n\
\n\
기억하세요: 당신은 우리벽을 통과해서 물건을 쏠 수 있습니다. 편리하죠!",
m.upgrade.name.corral.walls,High Walls,높은 벽,
m.upgrade.desc.corral.walls,Higher corral walls ensure that even the bounciest of slimes will have difficulty escaping.,높은 울타리 벽은 잘 튀는 슬라임들이 탈출하는것을 어렵게 만들어준다. ,
m.upgrade.name.corral.music_box,Music Box,음악상자,
m.upgrade.desc.corral.music_box,The music box plays a soothing tune that greatly reduces slime agitation.,"음악상자는 슬라임들이 날뛰는 것을 크게 줄일 진정 효과가있는 곡을 연주합니다.
",
m.upgrade.name.corral.air_net,Air Net,공기 망,
m.upgrade.desc.corral.air_net,An air net is a force barrier that covers the top of a corral. It can take a few hits before needing to recharge.,공기 망은 우리 상단을 덮는 힘의 장벽입니다. 재충전이 필요하기 때문에 몇 번 실수를 할 수 있습니다.,
m.upgrade.name.corral.solar_shield,Solar Shield,자외선 보호막,
m.upgrade.desc.corral.solar_shield,"A solar shield will encase a corral in a dim shade, protecting slimes sensitive to light.",자외선 보호막은 희미한 그림자로 우리를 감싸서 빛에 민감한 슬라임을 보호합니다.,
m.upgrade.name.corral.plort_collector,Plort Collector,보석 수집기,
m.upgrade.desc.corral.plort_collector,"A plort collector will vacuum up two types of plorts in a corral at regular \
    intervals, depositing them into a storage tank, so long as space is available.","보석 수집기는 정기적인 간격으로 우리안의 두 종류의 보석을 \
진공 청소기로 빨아들여서 저장 공간에 보관할 수 있는 만큼 보관합니다.",
m.upgrade.name.corral.feeder,Auto-Feeder,자동 급식기,
m.upgrade.desc.corral.feeder,"An auto-feeder will drop food into the corral at regular intervals. Just \
    remember to keep it stocked!","자동 급식기는 일정한 간격으로 목장에 음식을 급여합니다. \
재고를 유지하는 것을 잊지 마세요!
",
t.coop,Coop,닭장,
m.intro.coop,Keeping chickens in their place prevents the uprising.,그 곳에서 닭을 지키는 것은 폭동을 예방 할 수 있습니다.,
m.desc.coop,"Though many ranchers simply let their chickens roam the ranch, a coop is the tool of the serious \
	poultry producer. Coops keep hens and roostros close, allowing for maximum egg-laying potential. Just \
	remember to avoid crowding the coop: chickens won't reproduce when in close proximity to more than a dozen \
	other hens or roostros. But give them room and watch the love bloom.","
많은 목장주들이 단순히 그들의 닭이 목장을 돌아 다니게하지만, 닭장은 가금류 생산자의 \
중요한 도구입니다. 닭장은 암탉과 수탉을 가깝게 유지하여 최대 잠재력의 배란율을 제공합니다. 단지 닭장에 \
무리 짓는 것을 피하십시오: 12마리 이상의 암탉들이 수탉에 근접해 있으면 \
닭이 번식하지 않습니다. 그저 그들에게 방을주고 사랑이 싹트는 것을 지켜볼 뿐이죠.",
m.upgrade.name.coop.walls,High Walls,높은 벽,
m.upgrade.desc.coop.walls,Great for keeping chickens in and hungry slimes out.,배고픈 슬라임으로 부터 닭들을 지키기에 좋음,
m.upgrade.name.coop.feeder,Spring Grass,봄 풀,
m.upgrade.desc.coop.feeder,"Spring grass attracts scuttle bugs that chickens just love to eat. With their bellies \
    full, hens will produce eggs twice as fast.","
봄 풀은 치킨들이 좋아하는 작은 벌레들을 유인한다. 그들의 배가 \
가득 차면, 암탉들은 알을 두배나 빠르게 생산해낼 것이다.",
m.upgrade.name.coop.vitamizer,Vitamizer,비타마이저,
m.upgrade.desc.coop.vitamizer,"The very latest in advanced poultry tech, the vitamizer bathes the chickens in \
    'vita-rays,' allowing them to grow into healthy hens and roostros twice as fast.","가금류 기술의 최신 버전인 비타마이저는 '비타-광선'으로 \
닭들을 목욕시키고, 건강한 암탉과 수탉으로 두배나 빠르게 성장할 수 있게 합니다.",
t.garden,Garden,정원,
m.intro.garden,Nothing beats the taste of food grown in your own backyard.,당신의 뒷마당에 자라는 작물들 보다 맛있는 것은 없지.,
m.desc.garden,"The gardens used by ranchers use advanced technology to rapidly grow clones of fruits and \
	veggies in a natural, though greatly sped up, way. By placing a sample into the replicator, the garden's \
	soil is instantly populated by a fruit tree or veggie patch that will go on to produce several harvests of produce.","목장주들이 사용하는 정원은 첨단 기술을 사용하여 자연에서 나는 채소나 \
과일의 복제품을, 속도를 매우 높여서, 빠르게 자라나게 합니다. 샘플을 정원 복제기에 넣으면, 정원의 토양은 \
수확물을 재배하기 위해서 과일 나무나 채소 밭로 즉시 채워지게 되고 여러번 수확할 수 있게됩니다!",
m.upgrade.name.garden.sprinkler,Sprinkler,살포기,
m.upgrade.desc.garden.sprinkler,"A sprinkler ensures that your crops are always watered, making them grow twice as fast.",살포기는 작물에게 항상 물을 주도록하여 두 배나 빨리 자라게 합니다.,
m.upgrade.name.garden.soil,Nutrient Soil,양분 토양,
m.upgrade.desc.garden.soil,"Nutrient soil contains compost from the Moss Blanket and minerals from the Indigo \
	Quarry. Makes crops always yield the maximum harvest.","양분 토양은 이끼 담요 숲의 퇴비와 인디고 채석장의 \
미네랄을 포함하고 있습니다. 작물이 항상 최대 수확량만큼 자라게합니다.",
m.upgrade.name.garden.scareslime,Scareslime,슬라임아비,
m.upgrade.desc.garden.scareslime,"A scareslime is a stuffed tarr model designed to keep wandering slimes away from \
    your crops. Simple, but terrifying.","슬라임아비는 타르를 모델로 하여 만들어져서 당신 작물 주변에서 돌아다니는 \ 
슬라임을 쫓아냅니다. 간단하지만, 무섭거든요.",
t.silo,Silo,창고,
m.intro.silo,"You can't take it with you when you go, so put it in storage.","어디론가 떠날때 가지고갈수 없다면, 창고에 넣어두자.",
m.desc.silo,"A silo lets a rancher neatly store plorts and resources in a handy, compact unit. Simply shoot into \
	an available silo port to fill it, or vac it to retrieve the items within. Remember, a clean ranch is a happy ranch!","창고를 사용하면 목장 주인이 편리하고, 간딘한 장치에 보석 및 자원을 깔끔하게 보관할 수 있습니다. 그저 그것을 채울 수있는 물건으로 \
창고 입구에 발사하거나, 또는 그 안에있는 물건을 다시 빨아들여서 비우기만 하면 됩니다. 기억하세요, 깨끗한 목장이 행복한 목장이 된답니다!",
m.upgrade.name.silo.storage2,Additional Storage,창고 추가,
m.upgrade.desc.silo.storage2,A silo can have up to four ports for storing plorts and resources.,보석과 자원들을 저장하기 위해 창고는 총 네개의 공간을 가질 수 있다.,
t.incinerator,Incinerator,소각로,
m.intro.incinerator,Don't need it? Burn it!,필요없다고? 태워버려!,
m.desc.incinerator,"An incinerator will instantly burn anything it touches into ash, and then burn that ash into \
	nothing. It's an excellent solution for eliminating a tarr outbreak or for simply disposing of unwanted \
	slimes if you're a terrible, heartless monster.","소각로는 즉시 화산재에 닿은 모든 것을 태우고, 사라지게 만듭니다. \
이것은 타르들을 제거하거나 단순히 원치 않는 슬라임들을 처리하는데 \
훌륭한 방법입니다. 만약 당신이 끔찍하고, 무자비한 괴물이라면요.
",
m.upgrade.name.incinerator.ash_trough,Ash Trough,,
m.upgrade.desc.incinerator.ash_trough,"An ash trough allows you to collect the ash of incinerated food at its base, \
    which is eaten exclusively by fire slimes. It's gross.",,
t.pond,Pond,연못,
m.intro.pond,Water you going to do with this?,이 물로 뭘 할수있을까?,
m.desc.pond,"A pond gives you a source of fresh water on the ranch that you can use for watering gardens, calming \
    slimes in a corral, defeating tarr, or giving your puddle slimes a place to hang out.\n\n\
    A pond will be slowly consumed if vac'd up or drunk up by puddle slimes, but will also slowly refill over time. \
    You can transfer unused water from your vacpack to a pond, and they will refill immediately when it rains.","연못은 당신의 정원에 물을주기 위해 사용할 수있는 신선한 물을 목장에서 제공 할 수 있게 합니다. 우리속의 슬라임을 \
진정시키거나, 타르를 물리치거나, 또는 물웅덩이 슬라임이 놀수있는 장소를 마련하세요.\n\n\
연못은 물웅덩이 슬라임이 마시거나 증발되면서 서서히 소모되지만 시간이 지남에 따라 다시 천천히 보충됩니다. \
당신은 가방에 비축 된 물을 연못으로 옮길 수 있으며, 비가 올 때도 즉시 보충됩니다.",
t.plort_market,Plort Market,보석 시장,
m.intro.plort_market,Feed slimes. Collect plorts. Get paid.,"슬라임들을 먹이고, 보석을 수집하고, 돈을벌자.",
